year,month,day,hour,solar
2018,4,2,7,202.4560833333333
2018,4,2,8,300.13866666666667
2018,4,2,9,374.5456666666668
2018,4,2,10,406.2186666666667
2018,4,2,11,406.1258333333333
2018,4,2,12,344.80766666666665
2018,4,2,13,138.43550000000002
2018,4,2,14,213.64516666666665
2018,4,2,15,148.7646666666666
2018,4,2,16,71.7706666666667
2018,4,2,17,20.8315
2018,4,2,18,1.8333333333333333
2018,4,2,19,0.0
2018,4,2,20,0.0
2018,4,2,21,0.0
2018,4,2,22,0.0
2018,4,2,23,0.0
2018,4,3,0,0.0
2018,4,3,1,0.0
2018,4,3,2,0.0
2018,4,3,3,0.0
2018,4,3,4,2.6028333333333338
2018,4,3,5,34.25549999999999
2018,4,3,6,114.525
2018,4,3,7,213.13700000000009
2018,4,3,8,300.09858333333324
2018,4,3,9,371.5533333333333
2018,4,3,10,388.21050000000014
2018,4,3,11,372.95899999999983
2018,4,3,12,310.5774166666667
2018,4,3,13,289.73200000000014
2018,4,3,14,187.41299999999998
2018,4,3,15,118.05883333333333
2018,4,3,16,59.3465
2018,4,3,17,21.280333333333328
2018,4,3,18,1.0231666666666663
2018,4,3,19,0.0
2018,4,3,20,0.0
2018,4,3,21,0.0
2018,4,3,22,0.0
2018,4,3,23,0.0
2018,4,4,0,0.0
2018,4,4,1,0.0
2018,4,4,2,0.0
2018,4,4,3,0.0
2018,4,4,4,1.0835
2018,4,4,5,17.388833333333334
2018,4,4,6,64.95866666666664
2018,4,4,7,98.29033333333334
2018,4,4,8,254.25200000000007
2018,4,4,9,216.45283333333333
2018,4,4,10,374.2186666666667
2018,4,4,11,384.99283333333335
2018,4,4,12,303.4518333333333
2018,4,4,13,208.31250000000009
2018,4,4,14,136.51450000000003
2018,4,4,15,72.95516666666666
2018,4,4,16,60.48166666666666
2018,4,4,17,9.736499999999998
2018,4,4,18,0.3613333333333332
2018,4,4,19,0.0
2018,4,4,20,0.0
2018,4,4,21,0.0
2018,4,4,22,0.0
2018,4,4,23,0.0
2018,4,5,0,0.0
2018,4,5,1,0.0
2018,4,5,2,0.0
2018,4,5,3,0.0
2018,4,5,4,0.5081666666666665
2018,4,5,5,9.3225
2018,4,5,6,21.544916666666666
2018,4,5,7,22.09016666666667
2018,4,5,8,28.005666666666674
2018,4,5,9,49.52016666666668
2018,4,5,10,69.85650000000001
2018,4,5,11,74.88941666666669
2018,4,5,12,42.99516666666667
2018,4,5,13,43.82483333333335
2018,4,5,14,28.112500000000004
2018,4,5,15,17.93741666666666
2018,4,5,16,10.011333333333337
2018,4,5,17,2.6770000000000005
2018,4,5,18,0.0
2018,4,5,19,0.0
2018,4,5,20,0.0
2018,4,5,21,0.0
2018,4,5,22,0.0
2018,4,5,23,0.0
2018,4,6,0,0.0
2018,4,6,1,0.0
2018,4,6,2,0.0
2018,4,6,3,0.0
2018,4,6,4,2.6161666666666665
2018,4,6,5,22.317833333333336
2018,4,6,6,72.62016666666666
2018,4,6,7,137.96616666666668
2018,4,6,8,183.87283333333332
2018,4,6,9,246.87766666666667
2018,4,6,10,317.9725
2018,4,6,11,303.06999999999994
2018,4,6,12,333.44449999999995
2018,4,6,13,351.41200000000015
2018,4,6,14,232.48333333333335
2018,4,6,15,198.4953333333333
2018,4,6,16,81.02808333333331
2018,4,6,17,22.331
2018,4,6,18,2.770166666666668
2018,4,6,19,0.0
2018,4,6,20,0.0
2018,4,6,21,0.0
2018,4,6,22,0.0
2018,4,6,23,0.0
2018,4,7,0,0.0
2018,4,7,1,0.0
2018,4,7,2,0.0
2018,4,7,3,0.0
2018,4,7,4,2.2485
2018,4,7,5,19.426166666666667
2018,4,7,6,47.00366666666667
2018,4,7,7,196.8888333333333
2018,4,7,8,308.3494166666666
2018,4,7,9,371.6548333333334
2018,4,7,10,336.2409999999999
2018,4,7,11,261.33833333333337
2018,4,7,12,238.51916666666668
2018,4,7,13,144.68549999999996
2018,4,7,14,88.30633333333334
2018,4,7,15,57.18299999999997
2018,4,7,16,33.971500000000006
2018,4,7,17,14.955999999999998
2018,4,7,18,1.8066666666666669
2018,4,7,19,0.0
2018,4,7,20,0.0
2018,4,7,21,0.0
2018,4,7,22,0.0
2018,4,7,23,0.0
2018,4,8,0,0.0
2018,4,8,1,0.0
2018,4,8,2,0.0
2018,4,8,3,0.0
2018,4,8,4,4.262999999999999
2018,4,8,5,24.59883333333334
2018,4,8,6,71.33
2018,4,8,7,122.58183333333334
2018,4,8,8,118.19233333333328
2018,4,8,9,221.65283333333335
2018,4,8,10,256.14483333333334
2018,4,8,11,198.09266666666667
2018,4,8,12,183.37766666666667
2018,4,8,13,238.22791666666674
2018,4,8,14,181.35066666666668
2018,4,8,15,117.04083333333332
2018,4,8,16,59.66483333333333
2018,4,8,17,22.562083333333344
2018,4,8,18,3.9480000000000017
2018,4,8,19,0.0
2018,4,8,20,0.0
2018,4,8,21,0.0
2018,4,8,22,0.0
2018,4,8,23,0.0
2018,4,9,0,0.0
2018,4,9,1,0.0
2018,4,9,2,0.0
2018,4,9,3,0.0
2018,4,9,4,5.339833333333334
2018,4,9,5,31.08358333333334
2018,4,9,6,68.491
2018,4,9,7,149.59066666666664
2018,4,9,8,232.01400000000007
2018,4,9,9,292.0211666666668
2018,4,9,10,364.2336666666667
2018,4,9,11,365.679
2018,4,9,12,385.6081666666667
2018,4,9,13,367.34258333333344
2018,4,9,14,211.49733333333336
2018,4,9,15,205.52866666666668
2018,4,9,16,109.43916666666664
2018,4,9,17,41.48800632911392
2018,4,9,18,6.611660337552741
2018,4,9,19,0.0
2018,4,9,20,0.0
2018,4,9,21,0.0
2018,4,9,22,0.0
2018,4,9,23,0.0
2018,4,10,0,0.0
2018,4,10,1,0.0
2018,4,10,2,0.0
2018,4,10,3,0.03333333333333333
2018,4,10,4,9.676333333333332
2018,4,10,5,58.36599999999999
2018,4,10,6,149.3395000000001
2018,4,10,7,249.88266666666667
2018,4,10,8,339.61366666666675
2018,4,10,9,402.31750000000005
2018,4,10,10,410.75
2018,4,10,11,410.75
2018,4,10,12,410.75
2018,4,10,13,383.2985
2018,4,10,14,303.3870833333333
2018,4,10,15,209.33583333333337
2018,4,10,16,111.52016666666668
2018,4,10,17,36.31
2018,4,10,18,5.139333333333332
2018,4,10,19,0.0
2018,4,10,20,0.0
2018,4,10,21,0.0
2018,4,10,22,0.0
2018,4,10,23,0.0
2018,4,11,0,0.0
2018,4,11,1,0.0
2018,4,11,2,0.0
2018,4,11,3,0.06666666666666668
2018,4,11,4,9.797
2018,4,11,5,60.82933333333334
2018,4,11,6,152.50083333333333
2018,4,11,7,252.25741666666667
2018,4,11,8,338.6563333333332
2018,4,11,9,400.55733333333336
2018,4,11,10,410.75
2018,4,11,11,410.75
2018,4,11,12,410.75
2018,4,11,13,382.589
2018,4,11,14,302.95566666666684
2018,4,11,15,209.87158333333332
2018,4,11,16,115.59566666666667
2018,4,11,17,39.36833333333335
2018,4,11,18,6.343666666666667
2018,4,11,19,0.0
2018,4,11,20,0.0
2018,4,11,21,0.0
2018,4,11,22,0.0
2018,4,11,23,0.0
2018,4,12,0,0.0
2018,4,12,1,0.0
2018,4,12,2,0.0
2018,4,12,3,0.19383333333333333
2018,4,12,4,12.119000000000002
2018,4,12,5,65.04566666666668
2018,4,12,6,158.1695
2018,4,12,7,257.96908333333334
2018,4,12,8,346.86049999999994
2018,4,12,9,405.6566666666666
2018,4,12,10,410.75
2018,4,12,11,410.75
2018,4,12,12,410.75
2018,4,12,13,388.11750000000006
2018,4,12,14,310.31666666666666
2018,4,12,15,214.98716666666667
2018,4,12,16,123.57250000000002
2018,4,12,17,41.69716666666668
2018,4,12,18,6.949333333333333
2018,4,12,19,0.013333333333333334
2018,4,12,20,0.0
2018,4,12,21,0.0
2018,4,12,22,0.0
2018,4,12,23,0.0
2018,4,13,0,0.0
2018,4,13,1,0.0
2018,4,13,2,0.0
2018,4,13,3,0.16016666666666665
2018,4,13,4,16.081000000000003
2018,4,13,5,58.32016666666666
2018,4,13,6,101.45550000000004
2018,4,13,7,270.60308333333336
2018,4,13,8,357.19333333333344
2018,4,13,9,409.30416666666673
2018,4,13,10,410.75
2018,4,13,11,410.75
2018,4,13,12,410.75
2018,4,13,13,396.54900000000015
2018,4,13,14,319.8121666666665
2018,4,13,15,221.8496666666668
2018,4,13,16,122.27416666666666
2018,4,13,17,44.334
2018,4,13,18,7.886166666666668
2018,4,13,19,0.013333333333333334
2018,4,13,20,0.0
2018,4,13,21,0.0
2018,4,13,22,0.0
2018,4,13,23,0.0
2018,4,14,0,0.0
2018,4,14,1,0.0
2018,4,14,2,0.0
2018,4,14,3,0.408
2018,4,14,4,16.18783333333333
2018,4,14,5,65.00483333333334
2018,4,14,6,148.00475
2018,4,14,7,244.20083333333332
2018,4,14,8,327.60900000000004
2018,4,14,9,391.51616666666666
2018,4,14,10,410.75
2018,4,14,11,410.75
2018,4,14,12,408.7886666666668
2018,4,14,13,364.9959166666666
2018,4,14,14,288.27999999999986
2018,4,14,15,197.36433333333332
2018,4,14,16,110.04799999999999
2018,4,14,17,43.15233333333333
2018,4,14,18,8.558833333333332
2018,4,14,19,0.013333333333333334
2018,4,14,20,0.0
2018,4,14,21,0.0
2018,4,14,22,0.0
2018,4,14,23,0.0
2018,4,15,0,0.0
2018,4,15,1,0.0
2018,4,15,2,0.0
2018,4,15,3,0.7494999999999999
2018,4,15,4,19.379833333333334
2018,4,15,5,74.3604166666667
2018,4,15,6,160.78633333333332
2018,4,15,7,256.9885
2018,4,15,8,346.19199999999995
2018,4,15,9,405.7306666666667
2018,4,15,10,409.7461666666666
2018,4,15,11,410.75
2018,4,15,12,410.75
2018,4,15,13,396.2876666666668
2018,4,15,14,319.7516666666668
2018,4,15,15,223.16133333333332
2018,4,15,16,124.23516666666666
2018,4,15,17,48.92075000000001
2018,4,15,18,10.519666666666666
2018,4,15,19,0.10666666666666667
2018,4,15,20,0.0
2018,4,15,21,0.0
2018,4,15,22,0.0
2018,4,15,23,0.0
2018,4,16,0,0.0
2018,4,16,1,0.0
2018,4,16,2,0.0
2018,4,16,3,0.9033333333333332
2018,4,16,4,19.03866666666666
2018,4,16,5,76.87991666666669
2018,4,16,6,166.46066666666667
2018,4,16,7,263.27900000000005
2018,4,16,8,350.0333333333333
2018,4,16,9,405.68375
2018,4,16,10,410.75
2018,4,16,11,410.75
2018,4,16,12,410.75
2018,4,16,13,386.21600000000007
2018,4,16,14,317.7176666666666
2018,4,16,15,183.4453333333333
2018,4,16,16,110.35916666666664
2018,4,16,17,31.67900000000001
2018,4,16,18,8.471833333333334
2018,4,16,19,0.05999999999999999
2018,4,16,20,0.0
2018,4,16,21,0.0
2018,4,16,22,0.0
2018,4,16,23,0.0
2018,4,17,0,0.0
2018,4,17,1,0.0
2018,4,17,2,0.0
2018,4,17,3,0.22066666666666665
2018,4,17,4,15.100666666666665
2018,4,17,5,35.29983333333333
2018,4,17,6,65.05866666666668
2018,4,17,7,107.75300000000004
2018,4,17,8,144.749
2018,4,17,9,202.01466666666656
2018,4,17,10,334.47466666666674
2018,4,17,11,386.8663333333334
2018,4,17,12,410.75
2018,4,17,13,385.6743333333332
2018,4,17,14,310.7245000000001
2018,4,17,15,218.37
2018,4,17,16,125.93175
2018,4,17,17,45.44399999999998
2018,4,17,18,10.5065
2018,4,17,19,0.11333333333333336
2018,4,17,20,0.0
2018,4,17,21,0.0
2018,4,17,22,0.0
2018,4,17,23,0.0
2018,4,18,0,0.0
2018,4,18,1,0.0
2018,4,18,2,0.0
2018,4,18,3,0.05333333333333334
2018,4,18,4,4.932666666666667
2018,4,18,5,25.155
2018,4,18,6,35.04583333333334
2018,4,18,7,40.17833333333335
2018,4,18,8,56.89091666666665
2018,4,18,9,110.46233333333332
2018,4,18,10,239.02133333333333
2018,4,18,11,143.50866666666667
2018,4,18,12,102.4565
2018,4,18,13,160.97983333333337
2018,4,18,14,152.20699999999997
2018,4,18,15,65.09149999999997
2018,4,18,16,37.724160256410265
2018,4,18,17,19.855384615384622
2018,4,18,18,3.7682051282051305
2018,4,18,19,0.0
2018,4,18,20,0.0
2018,4,18,21,0.0
2018,4,18,22,0.0
2018,4,18,23,0.0
2018,4,19,0,0.0
2018,4,19,1,0.0
2018,4,19,2,0.0
2018,4,19,3,3.426166666666667
2018,4,19,4,30.58866666666666
2018,4,19,5,57.403166666666664
2018,4,19,6,71.45624999999998
2018,4,19,7,112.13616666666668
2018,4,19,8,156.41649999999996
2018,4,19,9,252.8400000000001
2018,4,19,10,259.51475
2018,4,19,11,253.1405000000001
2018,4,19,12,245.8138333333333
2018,4,19,13,290.03350000000006
2018,4,19,14,299.58933333333334
2018,4,19,15,207.45550000000003
2018,4,19,16,82.82533333333336
2018,4,19,17,33.50600000000001
2018,4,19,18,3.9805
2018,4,19,19,0.2466666666666667
2018,4,19,20,0.0
2018,4,19,21,0.0
2018,4,19,22,0.0
2018,4,19,23,0.0
2018,4,20,0,0.0
2018,4,20,1,0.0
2018,4,20,2,0.0
2018,4,20,3,0.2405
2018,4,20,4,2.2075
2018,4,20,5,11.630833333333333
2018,4,20,6,30.946916666666667
2018,4,20,7,64.77716666666669
2018,4,20,8,75.68566666666666
2018,4,20,9,92.0535
2018,4,20,10,101.30458333333338
2018,4,20,11,51.64783333333336
2018,4,20,12,108.3415
2018,4,20,13,73.20266666666666
2018,4,20,14,152.08750000000006
2018,4,20,15,61.54566666666667
2018,4,20,16,73.1891666666667
2018,4,20,17,23.494833333333336
2018,4,20,18,11.580416666666665
2018,4,20,19,0.5819999999999997
2018,4,20,20,0.0
2018,4,20,21,0.0
2018,4,20,22,0.0
2018,4,20,23,0.0
2018,4,21,0,0.0
2018,4,21,1,0.0
2018,4,21,2,0.0
2018,4,21,3,0.16666666666666666
2018,4,21,4,5.386666666666668
2018,4,21,5,21.032499999999995
2018,4,21,6,46.89016666666666
2018,4,21,7,72.49708333333334
2018,4,21,8,136.40783333333337
2018,4,21,9,184.1075
2018,4,21,10,187.12516666666667
2018,4,21,11,154.1580833333334
2018,4,21,12,181.7181666666666
2018,4,21,13,235.48816666666667
2018,4,21,14,134.57466666666662
2018,4,21,15,133.29266666666663
2018,4,21,16,63.96800000000001
2018,4,21,17,22.59200000000001
2018,4,21,18,6.859500000000002
2018,4,21,19,0.3278333333333332
2018,4,21,20,0.0
2018,4,21,21,0.0
2018,4,21,22,0.0
2018,4,21,23,0.0
2018,4,22,0,0.0
2018,4,22,1,0.0
2018,4,22,2,0.0
2018,4,22,3,1.314
2018,4,22,4,21.112333333333336
2018,4,22,5,62.86966666666667
2018,4,22,6,112.38383333333331
2018,4,22,7,224.56716666666665
2018,4,22,8,168.61566666666667
2018,4,22,9,223.90416666666667
2018,4,22,10,339.1125
2018,4,22,11,401.70858333333337
2018,4,22,12,282.1505
2018,4,22,13,323.05733333333336
2018,4,22,14,311.31316666666663
2018,4,22,15,241.92566666666664
2018,4,22,16,135.75100000000003
2018,4,22,17,57.09583333333333
2018,4,22,18,16.127666666666666
2018,4,22,19,0.5818333333333331
2018,4,22,20,0.0
2018,4,22,21,0.0
2018,4,22,22,0.0
2018,4,22,23,0.0
2018,4,23,0,0.0
2018,4,23,1,0.0
2018,4,23,2,0.0
2018,4,23,3,1.8601666666666663
2018,4,23,4,11.457
2018,4,23,5,31.398333333333333
2018,4,23,6,97.70150000000002
2018,4,23,7,229.37116666666677
2018,4,23,8,182.55858333333333
2018,4,23,9,152.80916666666667
2018,4,23,10,59.88549999999997
2018,4,23,11,126.19583333333333
2018,4,23,12,95.96166666666667
2018,4,23,13,56.80666666666666
2018,4,23,14,72.70066666666666
2018,4,23,15,57.44283333333331
2018,4,23,16,51.430583333333324
2018,4,23,17,31.94016666666668
2018,4,23,18,9.569999999999997
2018,4,23,19,0.4014999999999998
2018,4,23,20,0.0
2018,4,23,21,0.0
2018,4,23,22,0.0
2018,4,23,23,0.0
2018,4,24,0,0.0
2018,4,24,1,0.0
2018,4,24,2,0.0
2018,4,24,3,1.0773333333333333
2018,4,24,4,11.654333333333335
2018,4,24,5,52.284000000000006
2018,4,24,6,146.60600000000005
2018,4,24,7,262.1356666666667
2018,4,24,8,396.569
2018,4,24,9,410.5558333333333
2018,4,24,10,356.4721666666666
2018,4,24,11,245.35100000000008
2018,4,24,12,127.8523333333333
2018,4,24,13,177.42899999999997
2018,4,24,14,113.07899999999997
2018,4,24,15,63.29183333333335
2018,4,24,16,40.43183333333332
2018,4,24,17,19.06533333333333
2018,4,24,18,8.947166666666668
2018,4,24,19,0.2670000000000001
2018,4,24,20,0.0
2018,4,24,21,0.0
2018,4,24,22,0.0
2018,4,24,23,0.0
2018,4,25,0,0.0
2018,4,25,1,0.0
2018,4,25,2,0.0
2018,4,25,3,3.5398333333333327
2018,4,25,4,23.50833333333333
2018,4,25,5,57.18633333333331
2018,4,25,6,83.0125
2018,4,25,7,153.994
2018,4,25,8,236.2178333333333
2018,4,25,9,265.732
2018,4,25,10,290.56933333333336
2018,4,25,11,262.1756666666667
2018,4,25,12,242.63500000000005
2018,4,25,13,373.58266666666674
2018,4,25,14,292.04766666666666
2018,4,25,15,213.06316666666672
2018,4,25,16,122.30100000000002
2018,4,25,17,61.05999999999998
2018,4,25,18,21.82183333333333
2018,4,25,19,1.9143333333333337
2018,4,25,20,0.0
2018,4,25,21,0.0
2018,4,25,22,0.0
2018,4,25,23,0.0
2018,4,26,0,0.0
2018,4,26,1,0.0
2018,4,26,2,0.0
2018,4,26,3,4.215333333333335
2018,4,26,4,34.517666666666656
2018,4,26,5,38.880083333333346
2018,4,26,6,54.01649999999999
2018,4,26,7,141.35949999999997
2018,4,26,8,197.5045
2018,4,26,9,160.7688333333334
2018,4,26,10,149.65783333333337
2018,4,26,11,184.52883333333324
2018,4,26,12,224.4463333333333
2018,4,26,13,151.11974999999995
2018,4,26,14,168.44816666666668
2018,4,26,15,151.22316666666666
2018,4,26,16,83.84183333333334
2018,4,26,17,44.53141666666663
2018,4,26,18,22.464833333333324
2018,4,26,19,1.5858333333333337
2018,4,26,20,0.0
2018,4,26,21,0.0
2018,4,26,22,0.0
2018,4,26,23,0.0
2018,4,27,0,0.0
2018,4,27,1,0.0
2018,4,27,2,0.0
2018,4,27,3,2.442333333333333
2018,4,27,4,26.35933333333333
2018,4,27,5,104.53483333333334
2018,4,27,6,136.31633333333332
2018,4,27,7,172.59033333333332
2018,4,27,8,267.415
2018,4,27,9,259.35066666666677
2018,4,27,10,253.59950000000006
2018,4,27,11,266.6923333333333
2018,4,27,12,244.64816666666675
2018,4,27,13,273.29766666666654
2018,4,27,14,114.1868333333333
2018,4,27,15,137.51183333333333
2018,4,27,16,98.02983333333334
2018,4,27,17,103.45650000000002
2018,4,27,18,23.903999999999996
2018,4,27,19,3.225333333333334
2018,4,27,20,0.0
2018,4,27,21,0.0
2018,4,27,22,0.0
2018,4,27,23,0.0
2018,4,28,0,0.0
2018,4,28,1,0.0
2018,4,28,2,0.0
2018,4,28,3,4.1484999999999985
2018,4,28,4,36.40416666666667
2018,4,28,5,85.8168333333333
2018,4,28,6,112.63133333333329
2018,4,28,7,301.22933333333333
2018,4,28,8,183.5115
2018,4,28,9,206.87916666666663
2018,4,28,10,275.23716666666667
2018,4,28,11,253.79700000000003
2018,4,28,12,230.94483333333335
2018,4,28,13,147.39549999999994
2018,4,28,14,153.9935
2018,4,28,15,112.13899999999997
2018,4,28,16,75.4246666666667
2018,4,28,17,69.90333333333335
2018,4,28,18,21.842333333333336
2018,4,28,19,3.3565000000000014
2018,4,28,20,0.0
2018,4,28,21,0.0
2018,4,28,22,0.0
2018,4,28,23,0.0
2018,4,29,0,0.0
2018,4,29,1,0.0
2018,4,29,2,0.04
2018,4,29,3,5.631749999999999
2018,4,29,4,20.644333333333336
2018,4,29,5,50.47766666666667
2018,4,29,6,191.38783333333336
2018,4,29,7,143.90583333333333
2018,4,29,8,241.88566666666665
2018,4,29,9,217.85483333333332
2018,4,29,10,165.678
2018,4,29,11,201.54625
2018,4,29,12,201.132
2018,4,29,13,371.776
2018,4,29,14,299.0283333333333
2018,4,29,15,204.9895
2018,4,29,16,71.13383333333337
2018,4,29,17,71.8115
2018,4,29,18,27.048499999999986
2018,4,29,19,5.393499999999999
2018,4,29,20,0.0
2018,4,29,21,0.0
2018,4,29,22,0.0
2018,4,29,23,0.0
2018,4,30,0,0.0
2018,4,30,1,0.0
2018,4,30,2,0.29416666666666663
2018,4,30,3,11.978666666666667
2018,4,30,4,54.69950000000002
2018,4,30,5,124.30183333333336
2018,4,30,6,208.61316666666664
2018,4,30,7,307.4755833333333
2018,4,30,8,392.46600000000007
2018,4,30,9,410.75
2018,4,30,10,410.75
2018,4,30,11,410.75
2018,4,30,12,410.75
2018,4,30,13,401.33999999999986
2018,4,30,14,330.4458333333334
2018,4,30,15,241.8215833333333
2018,4,30,16,148.04449999999994
2018,4,30,17,71.02783333333333
2018,4,30,18,25.904666666666664
2018,4,30,19,4.948499999999999
2018,4,30,20,0.0
2018,4,30,21,0.0
2018,4,30,22,0.0
2018,4,30,23,0.0
2018,5,1,0,0.0
2018,5,1,1,0.0
2018,5,1,2,0.622
2018,5,1,3,11.118833333333333
2018,5,1,4,34.49066666666666
2018,5,1,5,61.99999999999999
2018,5,1,6,66.13450000000002
2018,5,1,7,90.71541666666671
2018,5,1,8,94.36899999999996
2018,5,1,9,136.44733333333338
2018,5,1,10,147.5026666666666
2018,5,1,11,158.93924999999996
2018,5,1,12,125.22533333333332
2018,5,1,13,160.42433333333338
2018,5,1,14,147.32866666666666
2018,5,1,15,124.70966666666662
2018,5,1,16,134.57416666666666
2018,5,1,17,97.2869999999999
2018,5,1,18,18.650500000000008
2018,5,1,19,2.8438333333333343
2018,5,1,20,0.0
2018,5,1,21,0.0
2018,5,1,22,0.0
2018,5,1,23,0.0
2018,5,2,0,0.0
2018,5,2,1,0.0
2018,5,2,2,0.14
2018,5,2,3,6.2571666666666665
2018,5,2,4,45.14716666666668
2018,5,2,5,168.20133333333337
2018,5,2,6,254.47933333333333
2018,5,2,7,256.07816666666673
2018,5,2,8,400.55133333333333
2018,5,2,9,360.7805
2018,5,2,10,409.74616666666674
2018,5,2,11,410.75
2018,5,2,12,410.75
2018,5,2,13,210.4403333333333
2018,5,2,14,160.7868333333334
2018,5,2,15,150.9555
2018,5,2,16,156.9079166666666
2018,5,2,17,89.23683333333338
2018,5,2,18,34.403
2018,5,2,19,5.7281666666666675
2018,5,2,20,0.0
2018,5,2,21,0.0
2018,5,2,22,0.0
2018,5,2,23,0.0
2018,5,3,0,0.0
2018,5,3,1,0.0
2018,5,3,2,0.6018333333333332
2018,5,3,3,11.677666666666667
2018,5,3,4,56.56974999999999
2018,5,3,5,164.91549999999995
2018,5,3,6,235.80150000000003
2018,5,3,7,299.2815
2018,5,3,8,149.75099999999995
2018,5,3,9,96.818
2018,5,3,10,95.366
2018,5,3,11,119.20200000000001
2018,5,3,12,105.9086666666667
2018,5,3,13,33.30533333333332
2018,5,3,14,29.01633333333334
2018,5,3,15,34.06216666666668
2018,5,3,16,41.09208333333334
2018,5,3,17,29.69866666666667
2018,5,3,18,14.380499999999996
2018,5,3,19,1.7386666666666677
2018,5,3,20,0.0
2018,5,3,21,0.0
2018,5,3,22,0.0
2018,5,3,23,0.0
2018,5,4,0,0.0
2018,5,4,1,0.0
2018,5,4,2,1.1913333333333331
2018,5,4,3,17.50616666666667
2018,5,4,4,32.67633333333332
2018,5,4,5,91.18341666666666
2018,5,4,6,215.21816666666663
2018,5,4,7,194.14566666666667
2018,5,4,8,216.03466666666665
2018,5,4,9,279.81791666666663
2018,5,4,10,323.95483333333334
2018,5,4,11,399.72150000000005
2018,5,4,12,273.43766666666664
2018,5,4,13,241.79441666666676
2018,5,4,14,324.12216666666666
2018,5,4,15,268.6865
2018,5,4,16,177.61533333333333
2018,5,4,17,73.2761666666667
2018,5,4,18,33.95483333333334
2018,5,4,19,5.4328333333333365
2018,5,4,20,0.0
2018,5,4,21,0.0
2018,5,4,22,0.0
2018,5,4,23,0.0
2018,5,5,0,0.0
2018,5,5,1,0.0
2018,5,5,2,0.5621666666666666
2018,5,5,3,9.423
2018,5,5,4,15.378000000000005
2018,5,5,5,25.586583333333348
2018,5,5,6,71.22800000000002
2018,5,5,7,93.49233333333336
2018,5,5,8,126.32966666666668
2018,5,5,9,261.63974999999994
2018,5,5,10,299.8846666666667
2018,5,5,11,177.44966666666673
2018,5,5,12,171.53283333333326
2018,5,5,13,244.06733333333335
2018,5,5,14,243.0031666666667
2018,5,5,15,248.69766666666663
2018,5,5,16,141.72099999999998
2018,5,5,17,63.74133333333335
2018,5,5,18,28.386833333333332
2018,5,5,19,11.864666666666665
2018,5,5,20,0.10666666666666667
2018,5,5,21,0.0
2018,5,5,22,0.0
2018,5,5,23,0.0
2018,5,6,0,0.0
2018,5,6,1,0.0
2018,5,6,2,0.0
2018,5,6,3,2.0878333333333328
2018,5,6,4,18.202166666666667
2018,5,6,5,48.12458333333334
2018,5,6,6,39.07416666666667
2018,5,6,7,66.33033333333334
2018,5,6,8,57.5305
2018,5,6,9,75.38416666666666
2018,5,6,10,137.35800000000003
2018,5,6,11,193.86483333333337
2018,5,6,12,192.33216666666667
2018,5,6,13,193.58325
2018,5,6,14,210.68099999999998
2018,5,6,15,162.36533333333338
2018,5,6,16,78.49533333333336
2018,5,6,17,64.23858333333334
2018,5,6,18,32.7575
2018,5,6,19,6.831833333333331
2018,5,6,20,0.12000000000000005
2018,5,6,21,0.0
2018,5,6,22,0.0
2018,5,6,23,0.0
2018,5,7,0,0.0
2018,5,7,1,0.0
2018,5,7,2,0.1335
2018,5,7,3,8.619666666666667
2018,5,7,4,24.030500000000004
2018,5,7,5,32.6495
2018,5,7,6,62.8705
2018,5,7,7,45.76616666666668
2018,5,7,8,66.11599999999997
2018,5,7,9,178.23233333333332
2018,5,7,10,250.68858333333336
2018,5,7,11,335.41883333333334
2018,5,7,12,311.2270000000001
2018,5,7,13,377.42400000000004
2018,5,7,14,318.07574999999986
2018,5,7,15,296.22266666666667
2018,5,7,16,203.42716666666672
2018,5,7,17,103.24916666666668
2018,5,7,18,42.84866666666667
2018,5,7,19,7.969666666666665
2018,5,7,20,0.4079999999999999
2018,5,7,21,0.0
2018,5,7,22,0.0
2018,5,7,23,0.0
2018,5,8,0,0.0
2018,5,8,1,0.0
2018,5,8,2,0.4481666666666666
2018,5,8,3,11.520333333333333
2018,5,8,4,43.00250000000001
2018,5,8,5,153.91433333333333
2018,5,8,6,247.90783333333331
2018,5,8,7,355.1355
2018,5,8,8,374.0906666666668
2018,5,8,9,395.3781666666666
2018,5,8,10,410.75
2018,5,8,11,407.95933333333335
2018,5,8,12,405.9651666666666
2018,5,8,13,384.75833333333344
2018,5,8,14,302.0591666666666
2018,5,8,15,265.6816666666667
2018,5,8,16,194.39283333333333
2018,5,8,17,104.84899999999999
2018,5,8,18,46.17733333333332
2018,5,8,19,10.3525
2018,5,8,20,0.6219999999999996
2018,5,8,21,0.0
2018,5,8,22,0.0
2018,5,8,23,0.0
2018,5,9,0,0.0
2018,5,9,1,0.0
2018,5,9,2,2.3618333333333337
2018,5,9,3,18.292166666666667
2018,5,9,4,73.18300000000002
2018,5,9,5,163.42916666666662
2018,5,9,6,267.56233333333324
2018,5,9,7,365.9991666666668
2018,5,9,8,410.75
2018,5,9,9,410.75
2018,5,9,10,410.75
2018,5,9,11,410.75
2018,5,9,12,410.75
2018,5,9,13,410.75
2018,5,9,14,394.11241666666666
2018,5,9,15,309.1186666666668
2018,5,9,16,204.65183333333331
2018,5,9,17,98.73883333333336
2018,5,9,18,35.236
2018,5,9,19,10.004500000000002
2018,5,9,20,0.5886666666666663
2018,5,9,21,0.0
2018,5,9,22,0.0
