Dataset name: 'TUHHx'
Days: 194 
Period Length: 86400 seconds (Equivalent to 1 day) 
Sample rate: 300 seconds (5 minutes)
Samples per period 86400/300: 288 (After every 5 minutes)
File structure: First 288 current values in column presents first day, 
next 288 values present next day and so on. Current values are in milli-ampere. 

d = Day Number
c = Current I (mA)

d,c 
35,13.377
35,16.674
35,17.334
35,12.409
35,15.105
35,13.488
35,12.31
35,7.2342
35,4.9256
35,4.467
35,5.728
35,2.7711
35,5.7478
35,2.4351
35,1.6682
35,2.9648
35,1.601
35,1.1701
35,1.1345
35,1.5575
35,2.0517
35,2.364
35,2.5063
35,1.5219
35,3.7041
35,6.0878
35,2.4746
35,1.7156
35,2.3758
35,2.0121
35,1.4192
35,2.107
35,2.5577
35,1.1701
35,0.90131
35,0.54157
35,0.1858
35,0.14231
35,0.019765
35,0
35,0.011859
35,0.015812
35,0.025695
35,0.019765
35,0.027672
35,0.023719
35,0.027672
35,0.027672
35,0.015812
35,0.0039531
35,0.0039531
35,0.0039531
35,0.0039531
35,0.0079062
35,0.0079062
35,0.019765
35,0.015812
35,0.011859
35,0.011859
35,0.0079062
35,0.011859
35,0.0079062
35,0
35,0
35,0
35,0
35,0.0079062
35,0.011859
35,0
35,0.0039531
35,0.0079062
35,0.0079062
35,0.011859
35,0.0079062
35,0.011859
35,0.0039531
35,0.0039531
35,0
35,0
35,0.0079062
35,0
35,0.0039531
35,0.0039531
35,0.023719
35,0
35,0.011859
35,0.015812
35,0
35,0
35,0
35,0.0039531
35,0.0039531
35,0.0039531
35,0
35,0.0079062
35,0.0039531
35,0.0039531
35,0.015812
35,0.011859
35,0.0039531
35,0.0039531
35,0
35,0
35,0
35,0
35,0
35,0.011859
35,0
35,0.0039531
35,0.011859
35,0.0079062
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0.0039531
35,0.017789
35,0.011859
35,0.0079062
35,0.0079062
35,0
36,0
36,0.0039531
36,0.0039531
36,0
36,0.017789
36,0.0039531
36,0.0039531
36,0.015812
36,0.0039531
36,0.0039531
36,0.0079062
36,0.0039531
36,0.011859
36,0.0039531
36,0.0039531
36,0
36,0.0039531
36,0.0059296
36,0.0039531
36,0
36,0.0039531
36,0.011859
36,0.015812
36,0.0079062
36,0.015812
36,0
36,0.0079062
36,0
36,0.0079062
36,0
36,0.011859
36,0.0039531
36,0.0079062
36,0.0039531
36,0.011859
36,0.0079062
36,0.0039531
36,0.0039531
36,0
36,0.0039531
36,0
36,0.011859
36,0
36,0
36,0
36,0
36,0.0039531
36,0.0039531
36,0.0039531
36,0
36,0.011859
36,0.0039531
36,0
36,0
36,0.0039531
36,0
36,0.0079062
36,0
36,0.0039531
36,0.0039531
36,0.0039531
36,0
36,0
36,0.0039531
36,0.0039531
36,0
36,0.0039531
36,0
36,0.011859
36,0.011859
36,0.0039531
36,0.0039531
36,0.011859
36,0.0039531
36,0
36,0.0079062
36,0
36,0.011859
36,0.0079062
36,0.043484
36,0.05139
36,0.067203
36,0.079062
36,0.11069
36,0.16603
36,0.23323
36,0.30439
36,0.38345
36,0.43089
36,0.3795
36,0.29648
36,0.3202
36,0.48623
36,0.54553
36,0.6325
36,0.6997
36,0.78667
36,0.81829
36,0.99618
36,1.0594
36,1.2334
36,1.3559
36,1.3994
36,1.5259
36,1.5615
36,1.8421
36,1.9173
36,2.2295
36,2.2691
36,2.4252
36,2.6565
36,2.5023
36,2.3719
36,2.2177
36,2.0161
36,1.4488
36,0.92107
36,0.73132
36,1.1148
36,1.771
36,2.3995
36,2.0161
36,1.4943
36,1.8935
36,1.7077
36,1.1069
36,1.4745
36,2.5379
36,2.9885
36,2.8976
36,3.3799
36,3.6882
36,2.8541
36,3.0123
36,2.0477
36,2.3758
36,1.7077
36,1.2571
36,0.58901
36,1.0318
36,2.1031
36,1.9093
36,0.8934
36,0.99618
36,0.76295
36,1.1543
36,0.92898
36,1.1029
36,1.2571
36,1.3915
36,1.8817
36,2.2928
36,3.1664
36,3.9373
36,3.708
36,3.542
36,3.0478
36,2.5972
36,1.9726
36,2.1821
36,2.1544
36,4.3642
36,7.6769
36,9.8432
36,14.733
36,30.973
36,25.814
36,8.5308
36,2.526
36,2.4984
36,2.3363
36,0.92107
36,1.0476
36,1.8066
36,3.4155
36,5.9929
36,17.101
36,13.385
36,16.022
36,20.493
36,26.948
36,14.524
36,5.0679
36,8.1118
36,21.216
36,6.9575
36,2.949
36,1.2531
36,0.50995
36,0.31625
36,0.10278
36,0.42693
36,3.2178
36,7.7599
36,8.9103
36,5.9771
36,2.609
36,0.9527
36,0.11069
36,0.0039531
36,0.011859
36,0.011859
36,0.011859
36,0.019765
36,0.019765
36,0.023719
36,0.023719
36,0.011859
36,0.098827
36,0.011859
36,0.05139
36,0.094874
36,0.24509
36,0.11859
36,0
36,0
36,0.0079062
36,0
36,0.011859
36,0.0079062
36,0.0079062
36,0.015812
36,0.023719
36,0.011859
36,0.027672
36,0.0039531
36,0
36,0.0039531
36,0.0039531
36,0
36,0.0039531
36,0.0039531
36,0.011859
36,0.0039531
36,0.019765
36,0.035578
36,0.0079062
36,0.0039531
36,0.0079062
36,0
36,0
36,0
36,0
36,0.0079062
36,0.0039531
36,0.0079062
36,0.0039531
36,0.015812
36,0.019765
36,0.0039531
36,0.015812
36,0.011859
36,0.0079062
36,0
36,0
36,0
36,0.0039531
36,0.0039531
36,0.0039531
36,0.011859
36,0.0039531
36,0.0098827
36,0.011859
36,0.0079062
36,0.0039531
36,0
36,0
36,0
36,0
36,0
36,0.0039531
36,0.011859
36,0.0079062
36,0.0079062
36,0.0039531
36,0.011859
36,0.0039531
36,0.0039531
36,0.0039531
36,0
36,0.0039531
36,0
36,0
36,0.0079062
36,0.0079062
36,0.0079062
36,0.011859
36,0.0039531
37,0.0039531
37,0
37,0.0039531
37,0
37,0.0079062
37,0.0039531
37,0.0079062
37,0.0039531
37,0.0039531
37,0.0079062
37,0
37,0.011859
37,0.011859
37,0.0079062
37,0
37,0.0079062
37,0.0039531
37,0.0039531
37,0.0039531
37,0.0039531
37,0
37,0.0079062
37,0.0039531
37,0.019765
37,0.0039531
37,0
37,0
37,0
37,0.011859
37,0
37,0.0079062
37,0
37,0.0039531
37,0.0079062
37,0.0039531
37,0.0039531
37,0
37,0
37,0
37,0
37,0
37,0.0039531
37,0.011859
37,0.0098827
37,0.0079062
37,0.0039531
37,0
37,0
37,0
37,0.0079062
37,0
37,0.0079062
37,0
37,0
37,0.0039531
37,0
37,0
37,0.0079062
37,0.0039531
37,0.0039531
37,0.0039531
37,0.0039531
37,0
37,0.0079062
37,0
37,0
37,0
37,0.0079062
37,0.0039531
37,0.0039531
37,0
37,0
37,0.0039531
37,0.0039531
37,0.0039531
37,0.0079062
37,0
37,0.0039531
37,0.015812
37,0.043484
37,0.067203
37,0.094874
37,0.11859
37,0.15022
37,0.22928
37,0.27672
37,0.24509
37,0.28462
37,0.31229
37,0.29253
37,0.34787
37,0.42693
37,0.40717
37,0.38345
37,0.45856
37,0.54355
37,0.62459
37,0.7669
37,0.7669
37,0.90921
37,0.96851
37,0.98037
37,1.1345
37,1.2769
37,1.3717
37,1.4864
37,1.4943
37,1.7789
37,1.8619
37,1.2729
37,0.8341
37,1.1622
37,1.1345
37,1.1326
37,1.1306
37,1.1859
37,1.2452
37,1.3441
37,1.7354
37,2.1031
37,2.2651
37,2.4351
37,1.7749
37,1.8105
37,1.684
37,1.8263
37,2.2295
37,3.1546
37,4.3207
37,4.1982
37,4.297
37,3.6962
37,3.1309
37,4.1784
37,4.3524
37,2.2533
37,3.1862
37,4.5619
37,5.0363
37,5.4869
37,11.796
37,10.211
37,4.7991
37,10.049
37,16.781
37,17.216
37,14.903
37,12.82
37,7.9536
37,5.3288
37,4.7556
37,2.9965
37,4.2377
37,4.7951
37,3.8385
37,6.1708
37,6.9654
37,6.5859
37,5.1707
37,3.3127
37,0.74714
37,0.20951
37,0.18184
37,0.95665
37,3.8622
37,5.4237
37,3.9136
37,1.6405
37,2.2137
37,4.3168
37,4.131
37,0.95665
37,0.28858
37,0.86573
37,0.79457
37,0.21742
37,0.35973
37,0.24114
37,0.11069
37,0.16603
37,0.42693
37,0.10673
37,0.30834
37,0.10278
37,0
37,0.05139
37,0.14626
37,0.15812
37,0.13836
37,0.34787
37,1.6919
37,5.3604
37,12.401
37,9.3412
37,8.1236
37,9.9776
37,8.096
37,2.0121
37,4.3879
37,2.6249
37,6.7914
37,11.092
37,11.741
37,2.8541
37,2.0003
37,1.2887
37,0.6997
37,0.5139
37,0.13836
37,0.0039531
37,0
37,0.0079062
37,0.015812
37,0.011859
37,0.015812
37,0.0039531
37,0.027672
37,0.031625
37,0.015812
37,0.0079062
37,0.0079062
37,0.0079062
37,0.0039531
37,0
37,0.0039531
37,0.0079062
37,0.0039531
37,0.0079062
37,0.011859
37,0.0079062
37,0.011859
37,0.015812
37,0.0039531
37,0.0039531
37,0.0079062
37,0
37,0
37,0.0039531
37,0.011859
37,0.0079062
37,0.019765
37,0.0079062
37,0.011859
37,0.011859
37,0
37,0.011859
37,0.015812
37,0
37,0.0079062
37,0
37,0
37,0.0039531
37,0
37,0.011859
37,0.0079062
37,0.019765
37,0.0079062
37,0.0039531
37,0.0079062
37,0
37,0
37,0
37,0.0039531
37,0.0039531
37,0
37,0
37,0.023719
37,0.0039531
37,0
37,0.015812
37,0.0079062
37,0.0039531
37,0
37,0
37,0
37,0
37,0.0039531
37,0.011859
37,0.0079062
37,0.0079062
37,0.0039531
37,0.015812
37,0.0079062
37,0.0039531
37,0
37,0
37,0
37,0
38,0
38,0
38,0
38,0.0079062
38,0.0039531
38,0.0079062
38,0
38,0.0079062
38,0.0039531
38,0.0039531
38,0
38,0
38,0
38,0.0039531
38,0.0039531
38,0
38,0.0039531
38,0.0039531
38,0.0039531
38,0.0039531
38,0.0079062
38,0
38,0.0039531
38,0.0039531
38,0
38,0.0039531
38,0
38,0.011859
38,0
38,0.0079062
38,0.0039531
38,0.015812
38,0
38,0
38,0
38,0
38,0
38,0.0039531
38,0.0039531
38,0.011859
38,0.0079062
38,0.0079062
38,0.011859
38,0.0079062
38,0
38,0
38,0.0079062
38,0.0039531
38,0
38,0.0079062
38,0
38,0.0039531
38,0.0039531
38,0.0039531
38,0.0039531
38,0
38,0
38,0.0039531
38,0.0079062
38,0.0079062
38,0.0039531
38,0
38,0.0079062
38,0
38,0
38,0.0039531
38,0.0039531
38,0.0039531
38,0.0079062
38,0.0039531
38,0.011859
38,0.0039531
38,0
38,0.011859
38,0.0039531
38,0.0079062
38,0.015812
38,0.011859
38,0.031625
38,0.047437
38,0.06325
38,0.083015
38,0.098827
38,0.15417
38,0.22928
38,0.30439
38,0.39531
38,0.50995
38,0.58506
38,0.58901
38,0.64831
38,0.80248
38,0.93688
38,0.85782
38,0.79457
38,0.85782
38,1.0831
38,0.96851
38,0.86968
38,0.98037
38,1.0673
38,1.2176
38,1.4982
38,1.6801
38,2.024
38,2.2058
38,2.3086
38,2.3284
38,2.5102
38,2.6525
38,2.6802
38,2.7276
38,2.6525
38,2.5221
38,2.4746
38,2.5458
38,2.5893
38,2.7711
38,2.8462
38,3.1664
38,3.202
38,3.0083
38,2.9332
38,2.9451
38,2.9016
38,3.4511
38,3.2336
38,3.3167
38,3.6566
38,3.6289
38,3.2297
38,3.3087
38,3.2989
38,3.5183
38,3.8187
38,4.8623
38,4.8425
38,4.4749
38,5.479
38,7.7165
38,11.962
38,6.1392
38,3.3285
38,3.5894
38,10.966
38,13.5
38,11.911
38,5.7893
38,5.2813
38,4.1982
38,5.1667
38,5.9178
38,5.0125
38,6.3447
38,9.1712
38,8.1948
38,7.2698
38,11.061
38,11.78
38,7.4081
38,8.2264
38,7.669
38,5.3683
38,10.322
38,10.242
38,16.465
38,9.776
38,10.148
38,17.002
38,15.927
38,15.542
38,19.263
38,22.715
38,24.201
38,22.584
38,14.951
38,10.59
38,21.592
38,14.405
38,7.5069
38,14.061
38,12.187
38,16.33
38,13.618
38,22.912
38,18.987
38,7.2184
38,8.6178
38,12.531
38,18.39
38,10.44
38,7.0326
38,2.5656
38,2.2572
38,3.3799
38,3.4194
38,6.1985
38,8.6573
38,11.46
38,6.5542
38,7.8627
38,6.1036
38,8.9024
38,12.678
38,14.346
38,14.883
38,11.432
38,7.3765
38,4.6805
38,7.1195
38,6.5404
38,3.123
38,1.8105
38,1.4666
38,2.2691
38,0.80643
38,0.53762
38,0.36764
38,0.22137
38,0.11859
38,0.071156
38,0.015812
38,0.011859
38,0.019765
38,0.023719
38,0.031625
38,0.027672
38,0.023719
38,0.011859
38,0.023719
38,0.011859
38,0.011859
38,0.0039531
38,0
38,0
38,0.0039531
38,0.011859
38,0.0079062
38,0.0039531
38,0.015812
38,0.0079062
38,0.015812
38,0.019765
38,0
38,0
38,0
38,0.0039531
38,0.0039531
38,0.0039531
38,0.0039531
38,0.013836
38,0.0039531
38,0.015812
38,0.0039531
38,0
38,0.0039531
38,0.0039531
38,0
38,0
38,0
38,0
38,0.0039531
38,0.0079062
38,0.0039531
38,0.0079062
38,0.011859
38,0.0079062
38,0.011859
38,0.011859
38,0
38,0
38,0.0039531
38,0.0079062
38,0.0039531
38,0
38,0.0039531
38,0.015812
38,0.0039531
38,0.0039531
38,0.0079062
38,0.011859
38,0.0039531
38,0
38,0
38,0
38,0
38,0
38,0.0039531
39,0.011859
39,0.0079062
39,0.011859
39,0.011859
39,0.0079062
39,0.0039531
39,0
39,0
39,0
39,0
39,0
39,0.0039531
39,0
39,0
39,0.0079062
39,0.0039531
39,0.015812
39,0
39,0
39,0.0039531
39,0
39,0.0079062
39,0
39,0.0039531
39,0
39,0.0039531
39,0
39,0.0039531
39,0
39,0
39,0.0039531
39,0
39,0.0079062
39,0
39,0
39,0
39,0.0039531
39,0.0039531
39,0
39,0.0039531
39,0.011859
39,0.0079062
39,0.0039531
39,0
39,0.0039531
39,0
39,0.011859
39,0.0039531
39,0
39,0.0039531
39,0.011859
39,0.019765
39,0.0079062
39,0
39,0
39,0
39,0
39,0
39,0.0079062
39,0.0039531
39,0.011859
39,0.0079062
39,0.0039531
39,0.0039531
39,0.0039531
39,0
39,0.0039531
39,0.011859
39,0.0039531
39,0
39,0
39,0
39,0.0039531
39,0
39,0.011859
39,0.035578
39,0.079062
39,0.1265
39,0.17394
39,0.24905
39,0.27672
39,0.24905
39,0.23719
39,0.29648
39,0.35973
39,0.37554
39,0.49216
39,0.50204
39,0.60087
39,0.71946
39,0.74714
39,0.90526
39,0.67993
39,0.506
39,0.33206
39,0.39531
39,0.50204
39,0.46647
39,0.73923
39,0.84201
39,1.0357
39,1.1701
39,1.3085
39,1.4389
39,1.6484
39,1.767
39,1.771
39,1.5931
39,1.518
39,1.2373
39,1.2057
39,1.1622
39,1.6129
39,1.9766
39,2.5656
39,3.1783
39,3.5459
39,3.4194
39,2.9372
39,2.7909
39,3.0874
39,3.1111
39,2.6921
39,2.0951
39,1.0476
39,1.5536
39,2.9095
39,2.8818
39,2.9174
39,3.3206
39,3.4471
39,3.4787
39,4.3761
39,5.4988
39,4.6963
39,4.1231
39,4.7437
39,4.9058
39,4.7042
39,8.7759
39,11.816
39,9.697
39,11.243
39,10.907
39,11.891
39,10.515
39,7.9655
39,7.5307
39,7.3646
39,7.8746
39,7.3686
39,6.5068
39,7.9695
39,8.2264
39,9.1
39,7.8706
39,8.1513
39,11.231
39,9.1159
39,6.4119
39,5.5581
39,5.4276
39,4.5816
39,4.0322
39,3.9136
39,4.6686
39,6.9298
39,22.054
39,26.379
39,25.276
39,28.822
39,13.346
39,17.789
39,29.012
39,25.245
39,28.197
39,27.095
39,20.635
39,26.513
39,23.58
39,23.3
39,20.58
39,21.181
39,12.144
39,8.7443
39,8.9419
39,16.56
39,22.999
39,15.417
39,7.7165
39,21.434
39,22.659
39,21.663
39,15.955
39,12.314
39,11.357
39,9.8551
39,8.4241
39,6.7638
39,6.2459
39,5.1311
39,3.5617
39,6.408
39,7.7204
39,7.8825
39,7.7323
39,6.4238
39,4.7477
39,3.4352
39,2.609
39,1.6563
39,1.771
39,0.98828
39,0.56529
39,0.50007
39,0.33601
39,0.22533
39,0.16998
39,0.13441
39,0.10278
39,0.043484
39,0
39,0.023719
39,0.031625
39,0.019765
39,0.019765
39,0.027672
39,0.015812
39,0.011859
39,0.011859
39,0.0079062
39,0
39,0.0039531
39,0
39,0.0079062
39,0.011859
39,0.011859
39,0.019765
39,0.019765
39,0.019765
39,0.019765
39,0.0079062
39,0.0079062
39,0
39,0
39,0
39,0.0079062
39,0.011859
39,0.0079062
39,0.0079062
39,0.0079062
39,0.0079062
39,0.0079062
39,0.0039531
39,0.015812
39,0.011859
39,0.0079062
39,0.011859
39,0
39,0.0039531
39,0.011859
39,0.011859
39,0
39,0.015812
39,0.0039531
39,0
39,0
39,0.0039531
39,0
39,0.0039531
39,0
39,0.0039531
39,0.0039531
39,0.0039531
39,0
39,0.011859
39,0.0039531
39,0
39,0
39,0.0039531
39,0
39,0.0039531
39,0
39,0
39,0.0039531
39,0
39,0.011859
39,0.011859
40,0.011859
40,0.015812
40,0.0079062
40,0.011859
40,0.0039531
40,0
40,0
40,0
40,0
40,0
40,0.0039531
40,0
40,0
40,0.011859
40,0
40,0.0039531
40,0.0039531
40,0.0079062
40,0.0079062
40,0.015812
40,0
40,0
40,0.0079062
40,0
40,0
40,0
40,0.011859
40,0.0079062
40,0.011859
40,0
40,0.0039531
40,0
40,0
40,0.0039531
40,0.0039531
40,0.0039531
40,0
40,0.015812
40,0.0039531
40,0.0079062
40,0.0039531
40,0.0039531
40,0
40,0.0039531
40,0
40,0
40,0
40,0.0039531
40,0
40,0.0079062
40,0.0039531
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0.0039531
40,0.0039531
40,0
40,0
40,0.0039531
40,0
40,0
40,0.011859
40,0.0039531
40,0.0039531
40,0
40,0
40,0
40,0.0039531
40,0
40,0.0079062
40,0.011859
40,0.0039531
40,0.011859
40,0
40,0.011859
40,0.031625
40,0.039531
40,0.05139
40,0.067203
40,0.090921
40,0.11859
40,0.14626
40,0.18975
40,0.21347
40,0.24905
40,0.44275
40,0.69575
40,0.69179
40,0.66017
40,0.65621
40,0.42298
40,0.36764
40,0.63645
40,0.70365
40,0.8341
40,1.0041
40,0.85387
40,1.1266
40,1.0752
40,1.0278
40,1.1741
40,1.2492
40,1.4152
40,1.4113
40,1.4626
40,1.518
40,1.4864
40,1.9054
40,1.9133
40,2.2098
40,2.0714
40,2.4984
40,2.2612
40,2.0279
40,1.9884
40,2.1347
40,2.609
40,2.6723
40,2.9846
40,3.9294
40,3.9452
40,3.6882
40,4.1824
40,3.5064
40,3.965
40,3.9768
40,3.9057
40,3.7713
40,3.8543
40,2.866
40,3.5143
40,5.0165
40,4.9335
40,5.2892
40,8.7205
40,12.776
40,4.7674
40,8.0248
40,14.528
40,7.6334
40,5.8743
40,5.5778
40,3.1664
40,4.3524
40,5.2062
40,6.5345
40,5.5185
40,6.8626
40,9.2186
40,6.3882
40,5.9415
40,5.5027
40,7.8667
40,7.1156
40,4.2852
40,3.2771
40,4.9216
40,3.206
40,5.2616
40,6.7756
40,7.1077
40,3.7673
40,7.7599
40,5.7478
40,5.0797
40,6.8033
40,8.2462
40,14.662
40,14.354
40,13.95
40,12.8
40,9.6891
40,20.611
40,31.245
40,13.618
40,19.702
40,24.889
40,27.917
40,22.647
40,15.674
40,15.077
40,8.1355
40,8.9044
40,6.1787
40,4.384
40,2.1031
40,2.8779
40,4.1903
40,3.4866
40,2.0714
40,1.8303
40,4.2298
40,5.645
40,3.1664
40,4.2377
40,3.8543
40,2.5339
40,3.0755
40,3.9136
40,4.0677
40,4.3326
40,1.9963
40,3.7159
40,1.5299
40,1.8659
40,0.58506
40,0.77876
40,0.64831
40,5.4316
40,6.1629
40,2.3995
40,1.5457
40,0.44868
40,0.34392
40,0.27276
40,0.22533
40,0.16998
40,0.10673
40,0.035578
40,0.015812
40,0.027672
40,0.023719
40,0.027672
40,0.035578
40,0.015812
40,0.031625
40,0.035578
40,0.019765
40,0.0079062
40,0.0079062
40,0.0039531
40,0
40,0.011859
40,0.011859
40,0.011859
40,0.019765
40,0.015812
40,0.015812
40,0.011859
40,0.0079062
40,0.0039531
40,0
40,0
40,0.0039531
40,0.0079062
40,0
40,0
40,0.019765
40,0.011859
40,0.0039531
40,0.0039531
40,0.015812
40,0.019765
40,0
40,0
40,0
40,0.0079062
40,0
40,0
40,0
40,0.0039531
40,0.011859
40,0
40,0.015812
40,0.011859
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0.0079062
40,0.011859
40,0.0079062
40,0.0039531
40,0.011859
40,0
40,0
40,0
40,0
40,0
40,0
41,0
41,0
41,0.0039531
41,0.0079062
41,0
41,0.0039531
41,0
41,0
41,0
41,0
41,0
41,0
41,0.0039531
41,0.0039531
41,0.0079062
41,0.0039531
41,0.0039531
41,0.0079062
41,0.0079062
41,0
41,0
41,0
41,0
41,0
41,0
41,0.0039531
41,0.0039531
41,0
41,0.0079062
41,0
41,0.0039531
41,0.011859
41,0.0039531
41,0.011859
41,0
41,0.0079062
41,0
41,0
41,0
41,0
41,0.0079062
41,0.0079062
41,0.0039531
41,0
41,0
41,0
41,0.0039531
41,0
41,0
41,0
41,0
41,0
41,0
41,0
41,0.0039531
41,0
41,0.011859
41,0.0039531
41,0
41,0.0039531
41,0.011859
41,0.0039531
41,0.0039531
41,0
41,0.0039531
41,0.0039531
41,0.0039531
41,0
41,0
41,0
41,0.0039531
41,0
41,0
41,0.0079062
41,0.031625
41,0.039531
41,0.047437
41,0.059296
41,0.094874
41,0.11859
41,0.15812
41,0.20951
41,0.25695
41,0.28858
41,0.41903
41,0.7076
41,0.30834
41,0.26881
41,0.32811
41,0.21347
41,0.11859
41,0.2609
41,0.45065
41,0.506
41,0.25695
41,0.28858
41,0.81039
41,0.75109
41,0.75504
41,0.73923
41,0.66412
41,0.99223
41,1.3559
41,1.4943
41,2.1228
41,1.0476
41,0.94874
41,0.6325
41,1.3796
41,1.9449
41,2.107
41,1.4745
41,2.5537
41,2.2968
41,2.8818
41,2.8186
41,2.4825
41,2.7316
41,2.7909
41,3.1269
41,3.7871
41,4.0045
41,3.5815
41,3.7594
41,4.1745
41,5.2102
41,5.6371
41,4.0045
41,0.86968
41,0.13836
41,0.34787
41,0.8934
41,1.4745
41,2.6565
41,3.5538
41,3.9729
41,3.1467
41,3.2376
41,3.8582
41,6.1036
41,11.46
41,7.2579
41,10.97
41,5.8071
41,6.2064
41,5.0046
41,5.2102
41,5.9059
41,5.4948
41,4.6291
41,4.9809
41,6.5463
41,9.1198
41,2.6328
41,0.16603
41,0.043484
41,3.6764
41,4.4472
41,4.8623
41,13.188
41,13.935
41,12.302
41,10.511
41,7.2618
41,1.3915
41,0.90131
41,11.349
41,22.477
41,5.7636
41,21.264
41,16.892
41,12.765
41,13.492
41,19.307
41,24.936
41,10.808
41,20.046
41,24.319
41,21.904
41,18.88
41,20.129
41,14.18
41,5.222
41,18.995
41,17.583
41,14.014
41,10.721
41,16.002
41,1.2334
41,0.10673
41,0.011859
41,0.10278
41,3.621
41,1.5773
41,0.12255
41,0.0039531
41,0.098827
41,2.1228
41,23.62
41,20.766
41,17.753
41,19.208
41,12.784
41,7.1116
41,7.9892
41,8.3055
41,4.8228
41,3.1388
41,1.5536
41,0.36764
41,0.27276
41,0.37159
41,0.16208
41,0.29846
41,0.32415
41,0.090921
41,0.0079062
41,0.29253
41,0.42693
41,0.2609
41,0.16208
41,0.11464
41,0.059296
41,0.0079062
41,0.0079062
41,0.015812
41,0.019765
41,0.015812
41,0.0079062
41,0.015812
41,0.011859
41,0.019765
41,0.0079062
41,0
41,0
41,0
41,0
41,0.0059296
41,0.0079062
41,0.011859
41,0
41,0.011859
41,0.0079062
41,0
41,0.011859
41,0
41,0.0039531
41,0
41,0
41,0
41,0.0039531
41,0.0079062
41,0.011859
41,0.015812
41,0
41,0.031625
41,0.0079062
41,0.015812
41,0.019765
41,0.0039531
41,0.0039531
41,0
41,0
41,0
41,0
41,0.0079062
41,0.0039531
41,0.023719
41,0
41,0.015812
41,0.015812
41,0
41,0
41,0
41,0
41,0.0079062
41,0.0079062
41,0
41,0.0079062
41,0.0079062
41,0.0039531
41,0.0039531
41,0.0039531
41,0.0039531
41,0
41,0
41,0
41,0
42,0
42,0
42,0
42,0.0039531
42,0.0079062
42,0
42,0.0039531
42,0
42,0
42,0
42,0
42,0
42,0.0039531
42,0.0039531
42,0.0039531
42,0.0039531
42,0.011859
42,0.011859
42,0.0079062
42,0.0039531
42,0
42,0.0079062
42,0.0039531
42,0
42,0.0079062
42,0.0039531
42,0.0079062
42,0.0039531
42,0
42,0
42,0.0079062
42,0
42,0
42,0.0079062
42,0.0039531
42,0
42,0.0039531
42,0
42,0.0039531
42,0.0079062
42,0.0039531
42,0.0039531
42,0.0039531
42,0
42,0
42,0
42,0.0039531
42,0
42,0
42,0
42,0.0039531
42,0
42,0.0079062
42,0
42,0.0079062
42,0
42,0
42,0
42,0
42,0.0039531
42,0
42,0
42,0
42,0.0039531
42,0
42,0
42,0.0039531
42,0
42,0
42,0
42,0
42,0.0039531
42,0
42,0.0039531
42,0
42,0.039531
42,0.086968
42,0.10278
42,0.16208
42,0.23719
42,0.24905
42,0.3202
42,0.30044
42,0.31625
42,0.4467
42,0.42298
42,0.33997
42,0.50204
42,0.67993
42,0.75109
42,0.83806
42,0.8934
42,0.90921
42,0.94479
42,0.94479
42,0.94084
42,0.92503
42,0.90131
42,0.6997
42,0.83806
42,0.86573
42,0.92107
42,0.92107
42,0.88945
42,0.90526
42,0.94479
42,0.94874
42,0.9527
42,0.95665
42,0.96851
42,0.97246
42,0.98037
42,0.98037
42,0.99618
42,0.98828
42,0.99618
42,1.0001
42,1.0397
42,1.0436
42,1.0634
42,1.0911
42,1.1108
42,1.1187
42,1.1741
42,1.2017
42,1.2373
42,1.2571
42,1.2808
42,1.4073
42,1.4864
42,1.5694
42,1.6761
42,1.8263
42,1.8896
42,1.9924
42,2.1544
42,2.3798
42,2.2572
42,2.0872
42,5.7794
42,16.429
42,8.2897
42,4.4828
42,3.0162
42,2.5221
42,2.447
42,3.2692
42,3.542
42,2.9609
42,2.1189
42,2.5458
42,5.9178
42,5.5936
42,2.6328
42,8.5664
42,13.962
42,13.618
42,13.338
42,12.195
42,12.994
42,13.199
42,11.828
42,11.685
42,10.879
42,9.4163
42,5.9731
42,25.988
42,32.751
42,32.522
42,32.147
42,31.735
42,30.605
42,28.759
42,32.095
42,31.467
42,30.016
42,19.999
42,28.828
42,27.917
42,29.672
42,28.462
42,29.344
42,29.399
42,29.32
42,28.253
42,19.37
42,17.745
42,20.572
42,23.047
42,24.478
42,24.458
42,20.513
42,22.667
42,22.185
42,23.054
42,22.323
42,18.967
42,14.334
42,18.975
42,18.058
42,16.718
42,15.132
42,13.99
42,13.531
42,12.883
42,11.768
42,9.7483
42,7.4397
42,7.2895
42,5.9613
42,6.151
42,5.3169
42,3.878
42,3.8859
42,3.5222
42,2.6486
42,1.5299
42,0.80643
42,0.53762
42,0.38345
42,0.28858
42,0.22533
42,0.15022
42,0.083015
42,0.027672
42,0.023719
42,0.019765
42,0.035578
42,0.031625
42,0.035578
42,0.027672
42,0.027672
42,0.023719
42,0.0079062
42,0
42,0
42,0
42,0.0039531
42,0
42,0.0079062
42,0.019765
42,0.011859
42,0.0079062
42,0.015812
42,0.011859
42,0.011859
42,0.0079062
42,0
42,0.0039531
42,0.0039531
42,0.015812
42,0.015812
42,0.015812
42,0
42,0.015812
42,0.0079062
42,0.0079062
42,0.0039531
42,0.0039531
42,0
42,0
42,0.0039531
42,0.0039531
42,0.0039531
42,0
